Ward code,Wards (2018),Borough,year,children
E05000356,Heston East,Hounslow,2016,517
E05000356,Heston East,Hounslow,2017,592
E05000356,Heston East,Hounslow,2018,637
E05000356,Heston East,Hounslow,2019,721
E05000356,Heston East,Hounslow,2020,677
E05000356,Heston East,Hounslow,2021,623
E05000357,Heston West,Hounslow,2014,791
E05000357,Heston West,Hounslow,2015,823
E05000357,Heston West,Hounslow,2016,923
E05000357,Heston West,Hounslow,2017,1099
E05000357,Heston West,Hounslow,2018,1134
E05000357,Heston West,Hounslow,2019,1230
E05000357,Heston West,Hounslow,2020,1069
E05000357,Heston West,Hounslow,2021,1037
E05000358,Hounslow Central,Hounslow,2014,516
E05000358,Hounslow Central,Hounslow,2015,542
E05000358,Hounslow Central,Hounslow,2016,619
E05000358,Hounslow Central,Hounslow,2017,653
E05000358,Hounslow Central,Hounslow,2018,759
E05000358,Hounslow Central,Hounslow,2019,908
E05000358,Hounslow Central,Hounslow,2020,810
E05000358,Hounslow Central,Hounslow,2021,715
E05000359,Hounslow Heath,Hounslow,2014,591
E05000359,Hounslow Heath,Hounslow,2015,672
E05000359,Hounslow Heath,Hounslow,2016,753
E05000359,Hounslow Heath,Hounslow,2017,795
E05000359,Hounslow Heath,Hounslow,2018,903
E05000359,Hounslow Heath,Hounslow,2019,951
E05000359,Hounslow Heath,Hounslow,2020,900
E05000359,Hounslow Heath,Hounslow,2021,879
E05000360,Hounslow South,Hounslow,2014,252
E05000360,Hounslow South,Hounslow,2015,258
E05000360,Hounslow South,Hounslow,2016,299
E05000360,Hounslow South,Hounslow,2017,252
E05000360,Hounslow South,Hounslow,2018,275
E05000360,Hounslow South,Hounslow,2019,298
E05000360,Hounslow South,Hounslow,2020,328
E05000360,Hounslow South,Hounslow,2021,266
E05000361,Hounslow West,Hounslow,2014,531
E05000361,Hounslow West,Hounslow,2015,538
E05000361,Hounslow West,Hounslow,2016,614
E05000361,Hounslow West,Hounslow,2017,709
E05000361,Hounslow West,Hounslow,2018,780
E05000361,Hounslow West,Hounslow,2019,804
E05000361,Hounslow West,Hounslow,2020,754
E05000361,Hounslow West,Hounslow,2021,685
E05000362,Isleworth,Hounslow,2014,541
E05000362,Isleworth,Hounslow,2015,546
E05000362,Isleworth,Hounslow,2016,659
E05000362,Isleworth,Hounslow,2017,749
E05000362,Isleworth,Hounslow,2018,764
E05000362,Isleworth,Hounslow,2019,884
E05000362,Isleworth,Hounslow,2020,779
E05000362,Isleworth,Hounslow,2021,780
E05000363,Osterley and Spring Grove,Hounslow,2014,312
E05000363,Osterley and Spring Grove,Hounslow,2015,342
E05000363,Osterley and Spring Grove,Hounslow,2016,361
E05000363,Osterley and Spring Grove,Hounslow,2017,368
E05000363,Osterley and Spring Grove,Hounslow,2018,340
E05000363,Osterley and Spring Grove,Hounslow,2019,356
E05000363,Osterley and Spring Grove,Hounslow,2020,367
E05000363,Osterley and Spring Grove,Hounslow,2021,284
E05000364,Syon,Hounslow,2014,466
E05000364,Syon,Hounslow,2015,453
E05000364,Syon,Hounslow,2016,548
E05000364,Syon,Hounslow,2017,579
E05000364,Syon,Hounslow,2018,679
E05000364,Syon,Hounslow,2019,709
E05000364,Syon,Hounslow,2020,640
E05000364,Syon,Hounslow,2021,610
E05000365,Turnham Green,Hounslow,2014,143
E05000365,Turnham Green,Hounslow,2015,141
E05000365,Turnham Green,Hounslow,2016,150
E05000365,Turnham Green,Hounslow,2017,178
E05000365,Turnham Green,Hounslow,2018,183
E05000365,Turnham Green,Hounslow,2019,171
E05000365,Turnham Green,Hounslow,2020,171
E05000365,Turnham Green,Hounslow,2021,166
E05000366,Barnsbury,Islington,2014,308
E05000366,Barnsbury,Islington,2015,319
E05000366,Barnsbury,Islington,2016,297
E05000366,Barnsbury,Islington,2017,446
E05000366,Barnsbury,Islington,2018,436
E05000366,Barnsbury,Islington,2019,434
E05000366,Barnsbury,Islington,2020,425
E05000366,Barnsbury,Islington,2021,360
E05000367,Bunhill,Islington,2014,426
E05000367,Bunhill,Islington,2015,472
E05000367,Bunhill,Islington,2016,473
E05000367,Bunhill,Islington,2017,560
E05000367,Bunhill,Islington,2018,652
E05000367,Bunhill,Islington,2019,654
E05000367,Bunhill,Islington,2020,596
E05000367,Bunhill,Islington,2021,548
E05000368,Caledonian,Islington,2014,444
E05000368,Caledonian,Islington,2015,461
E05000368,Caledonian,Islington,2016,513
E05000368,Caledonian,Islington,2017,629
E05000368,Caledonian,Islington,2018,648
E05000368,Caledonian,Islington,2019,666
E05000368,Caledonian,Islington,2020,627
E05000368,Caledonian,Islington,2021,627
E05000369,Canonbury,Islington,2014,370
E05000369,Canonbury,Islington,2015,378
E05000369,Canonbury,Islington,2016,381
E05000369,Canonbury,Islington,2017,453
E05000369,Canonbury,Islington,2018,555
E05000369,Canonbury,Islington,2019,539
E05000369,Canonbury,Islington,2020,484
E05000369,Canonbury,Islington,2021,445
E05000370,Clerkenwell,Islington,2014,313
E05000370,Clerkenwell,Islington,2015,330
E05000370,Clerkenwell,Islington,2016,321
E05000370,Clerkenwell,Islington,2017,404
E05000370,Clerkenwell,Islington,2018,408
E05000370,Clerkenwell,Islington,2019,385
E05000370,Clerkenwell,Islington,2020,356
E05000370,Clerkenwell,Islington,2021,327
E05000371,Finsbury Park,Islington,2014,704
E05000371,Finsbury Park,Islington,2015,719
E05000371,Finsbury Park,Islington,2016,710
E05000371,Finsbury Park,Islington,2017,902
E05000371,Finsbury Park,Islington,2018,871
E05000371,Finsbury Park,Islington,2019,937
E05000371,Finsbury Park,Islington,2020,822
E05000371,Finsbury Park,Islington,2021,790
E05000372,Highbury East,Islington,2014,274
E05000372,Highbury East,Islington,2015,265
E05000372,Highbury East,Islington,2016,265
E05000372,Highbury East,Islington,2017,347
E05000372,Highbury East,Islington,2018,374
E05000372,Highbury East,Islington,2019,392
E05000372,Highbury East,Islington,2020,304
E05000372,Highbury East,Islington,2021,292
E05000373,Highbury West,Islington,2014,455
E05000373,Highbury West,Islington,2015,463
E05000373,Highbury West,Islington,2016,511
E05000373,Highbury West,Islington,2017,632
E05000373,Highbury West,Islington,2018,693
E05000373,Highbury West,Islington,2019,681
E05000373,Highbury West,Islington,2020,661
E05000373,Highbury West,Islington,2021,622
E05000374,Hillrise,Islington,2014,430
E05000374,Hillrise,Islington,2015,458
E05000374,Hillrise,Islington,2016,459
E05000374,Hillrise,Islington,2017,636
E05000374,Hillrise,Islington,2018,622
E05000374,Hillrise,Islington,2019,641
E05000374,Hillrise,Islington,2020,556
E05000374,Hillrise,Islington,2021,485
E05000375,Holloway,Islington,2014,457
E05000375,Holloway,Islington,2015,474
E05000375,Holloway,Islington,2016,564
E05000375,Holloway,Islington,2017,702
E05000375,Holloway,Islington,2018,741
E05000375,Holloway,Islington,2019,747
E05000375,Holloway,Islington,2020,660
E05000375,Holloway,Islington,2021,612
E05000376,Junction,Islington,2014,295
E05000376,Junction,Islington,2015,338
E05000376,Junction,Islington,2016,312
E05000376,Junction,Islington,2017,367
E05000376,Junction,Islington,2018,329
E05000376,Junction,Islington,2019,379
E05000376,Junction,Islington,2020,360
E05000376,Junction,Islington,2021,341
E05000377,Mildmay,Islington,2014,484
E05000377,Mildmay,Islington,2015,535
E05000377,Mildmay,Islington,2016,587
E05000377,Mildmay,Islington,2017,687
E05000377,Mildmay,Islington,2018,735
E05000377,Mildmay,Islington,2019,693
E05000377,Mildmay,Islington,2020,605
E05000377,Mildmay,Islington,2021,569
E05000378,St George's,Islington,2014,345
E05000378,St George's,Islington,2015,346
E05000378,St George's,Islington,2016,336
E05000378,St George's,Islington,2017,422
E05000378,St George's,Islington,2018,419
E05000378,St George's,Islington,2019,476
E05000378,St George's,Islington,2020,401
E05000378,St George's,Islington,2021,375
E05000379,St Mary's,Islington,2014,266
E05000379,St Mary's,Islington,2015,279
E05000379,St Mary's,Islington,2016,319
E05000379,St Mary's,Islington,2017,381
E05000379,St Mary's,Islington,2018,392
E05000379,St Mary's,Islington,2019,386
E05000379,St Mary's,Islington,2020,389
E05000379,St Mary's,Islington,2021,314
E05000380,St Peter's,Islington,2014,308
E05000380,St Peter's,Islington,2015,395
E05000380,St Peter's,Islington,2016,348
E05000380,St Peter's,Islington,2017,440
E05000380,St Peter's,Islington,2018,472
E05000380,St Peter's,Islington,2019,551
E05000380,St Peter's,Islington,2020,493
E05000380,St Peter's,Islington,2021,477
E05000381,Tollington,Islington,2014,514
E05000381,Tollington,Islington,2015,461
E05000381,Tollington,Islington,2016,433
E05000381,Tollington,Islington,2017,527
E05000381,Tollington,Islington,2018,585
E05000381,Tollington,Islington,2019,594
E05000381,Tollington,Islington,2020,493
E05000381,Tollington,Islington,2021,449
E05009388,Abingdon,Kensington and Chelsea,2014,55
E05009388,Abingdon,Kensington and Chelsea,2015,75
E05009388,Abingdon,Kensington and Chelsea,2016,56
E05009388,Abingdon,Kensington and Chelsea,2017,52
E05009388,Abingdon,Kensington and Chelsea,2018,71
E05009388,Abingdon,Kensington and Chelsea,2019,72
E05009388,Abingdon,Kensington and Chelsea,2020,83
E05009388,Abingdon,Kensington and Chelsea,2021,155
E05009389,Brompton & Hans Town,Kensington and Chelsea,2014,64
E05009389,Brompton & Hans Town,Kensington and Chelsea,2015,43
E05009389,Brompton & Hans Town,Kensington and Chelsea,2016,58
E05009389,Brompton & Hans Town,Kensington and Chelsea,2017,59
E05009389,Brompton & Hans Town,Kensington and Chelsea,2018,74
E05009389,Brompton & Hans Town,Kensington and Chelsea,2019,72
E05009389,Brompton & Hans Town,Kensington and Chelsea,2020,92
E05009389,Brompton & Hans Town,Kensington and Chelsea,2021,63
E05009390,Campden,Kensington and Chelsea,2014,40
E05009390,Campden,Kensington and Chelsea,2015,38
E05009390,Campden,Kensington and Chelsea,2016,37
E05009390,Campden,Kensington and Chelsea,2017,51
E05009390,Campden,Kensington and Chelsea,2018,42
E05009390,Campden,Kensington and Chelsea,2019,56
E05009390,Campden,Kensington and Chelsea,2020,42
E05009390,Campden,Kensington and Chelsea,2021,33
E05009391,Chelsea Riverside,Kensington and Chelsea,2014,201
E05009391,Chelsea Riverside,Kensington and Chelsea,2015,213
E05009391,Chelsea Riverside,Kensington and Chelsea,2016,240
E05009391,Chelsea Riverside,Kensington and Chelsea,2017,251
E05009391,Chelsea Riverside,Kensington and Chelsea,2018,241
E05009391,Chelsea Riverside,Kensington and Chelsea,2019,269
E05009391,Chelsea Riverside,Kensington and Chelsea,2020,215
E05009391,Chelsea Riverside,Kensington and Chelsea,2021,214
E05009392,Colville,Kensington and Chelsea,2014,218
E05009392,Colville,Kensington and Chelsea,2015,184
E05009392,Colville,Kensington and Chelsea,2016,209
E05009392,Colville,Kensington and Chelsea,2017,259
E05009392,Colville,Kensington and Chelsea,2018,262
E05009392,Colville,Kensington and Chelsea,2019,261
E05009392,Colville,Kensington and Chelsea,2020,213
E05009392,Colville,Kensington and Chelsea,2021,170
E05009393,Courtfield,Kensington and Chelsea,2014,27
E05009393,Courtfield,Kensington and Chelsea,2015,36
E05009393,Courtfield,Kensington and Chelsea,2016,31
E05009393,Courtfield,Kensington and Chelsea,2017,43
E05009393,Courtfield,Kensington and Chelsea,2018,26
E05009393,Courtfield,Kensington and Chelsea,2019,37
E05009393,Courtfield,Kensington and Chelsea,2020,52
E05009393,Courtfield,Kensington and Chelsea,2021,45
E05009394,Dalgarno,Kensington and Chelsea,2014,285
E05009394,Dalgarno,Kensington and Chelsea,2015,328
E05009394,Dalgarno,Kensington and Chelsea,2016,321
E05009394,Dalgarno,Kensington and Chelsea,2017,393
E05009394,Dalgarno,Kensington and Chelsea,2018,417
E05009394,Dalgarno,Kensington and Chelsea,2019,367
E05009394,Dalgarno,Kensington and Chelsea,2020,351
E05009394,Dalgarno,Kensington and Chelsea,2021,316
E05009395,Earl's Court,Kensington and Chelsea,2014,98
E05009395,Earl's Court,Kensington and Chelsea,2015,96
E05009395,Earl's Court,Kensington and Chelsea,2016,107
E05009395,Earl's Court,Kensington and Chelsea,2017,116
E05009395,Earl's Court,Kensington and Chelsea,2018,100
E05009395,Earl's Court,Kensington and Chelsea,2019,104
E05009395,Earl's Court,Kensington and Chelsea,2020,79
E05009395,Earl's Court,Kensington and Chelsea,2021,82
E05009396,Golborne,Kensington and Chelsea,2014,404
E05009396,Golborne,Kensington and Chelsea,2015,380
E05009396,Golborne,Kensington and Chelsea,2016,349
E05009396,Golborne,Kensington and Chelsea,2017,489
E05009396,Golborne,Kensington and Chelsea,2018,507
E05009396,Golborne,Kensington and Chelsea,2019,523
E05009396,Golborne,Kensington and Chelsea,2020,450
E05009396,Golborne,Kensington and Chelsea,2021,392
E05009397,Holland,Kensington and Chelsea,2014,87
E05009397,Holland,Kensington and Chelsea,2015,109
E05009397,Holland,Kensington and Chelsea,2016,95
E05009397,Holland,Kensington and Chelsea,2017,98
E05009397,Holland,Kensington and Chelsea,2018,109
E05009397,Holland,Kensington and Chelsea,2019,113
E05009397,Holland,Kensington and Chelsea,2020,96
E05009397,Holland,Kensington and Chelsea,2021,123
E05009398,Norland,Kensington and Chelsea,2014,70
E05009398,Norland,Kensington and Chelsea,2015,49
E05009398,Norland,Kensington and Chelsea,2016,60
E05009398,Norland,Kensington and Chelsea,2017,77
E05009398,Norland,Kensington and Chelsea,2018,73
E05009398,Norland,Kensington and Chelsea,2019,60
E05009398,Norland,Kensington and Chelsea,2020,40
E05009398,Norland,Kensington and Chelsea,2021,39
E05009399,Notting Dale,Kensington and Chelsea,2014,382
E05009399,Notting Dale,Kensington and Chelsea,2015,411
E05009399,Notting Dale,Kensington and Chelsea,2016,392
E05009399,Notting Dale,Kensington and Chelsea,2017,557
E05009399,Notting Dale,Kensington and Chelsea,2018,485
E05009399,Notting Dale,Kensington and Chelsea,2019,492
E05009399,Notting Dale,Kensington and Chelsea,2020,466
E05009399,Notting Dale,Kensington and Chelsea,2021,382
E05009400,Pembridge,Kensington and Chelsea,2014,30
E05009400,Pembridge,Kensington and Chelsea,2015,35
E05009400,Pembridge,Kensington and Chelsea,2016,30
E05009400,Pembridge,Kensington and Chelsea,2017,23
E05009400,Pembridge,Kensington and Chelsea,2018,25
E05009400,Pembridge,Kensington and Chelsea,2019,27
E05009400,Pembridge,Kensington and Chelsea,2020,37
E05009400,Pembridge,Kensington and Chelsea,2021,28
E05009401,Queen's Gate,Kensington and Chelsea,2014,44
E05009401,Queen's Gate,Kensington and Chelsea,2015,54
E05009401,Queen's Gate,Kensington and Chelsea,2016,33
E05009401,Queen's Gate,Kensington and Chelsea,2017,39
E05009401,Queen's Gate,Kensington and Chelsea,2018,27
E05009401,Queen's Gate,Kensington and Chelsea,2019,31
E05009401,Queen's Gate,Kensington and Chelsea,2020,43
E05009401,Queen's Gate,Kensington and Chelsea,2021,198
E05009402,Redcliffe,Kensington and Chelsea,2014,50
E05009402,Redcliffe,Kensington and Chelsea,2015,48
E05009402,Redcliffe,Kensington and Chelsea,2016,47
E05009402,Redcliffe,Kensington and Chelsea,2017,68
E05009402,Redcliffe,Kensington and Chelsea,2018,75
E05009402,Redcliffe,Kensington and Chelsea,2019,72
E05009402,Redcliffe,Kensington and Chelsea,2020,61
E05009402,Redcliffe,Kensington and Chelsea,2021,65
E05009403,Royal Hospital,Kensington and Chelsea,2014,76
E05009403,Royal Hospital,Kensington and Chelsea,2015,72
E05009403,Royal Hospital,Kensington and Chelsea,2016,57
E05009403,Royal Hospital,Kensington and Chelsea,2017,76
E05009403,Royal Hospital,Kensington and Chelsea,2018,68
E05009403,Royal Hospital,Kensington and Chelsea,2019,57
E05009403,Royal Hospital,Kensington and Chelsea,2020,61
E05009403,Royal Hospital,Kensington and Chelsea,2021,69
E05009404,St. Helen's,Kensington and Chelsea,2014,128
E05009404,St. Helen's,Kensington and Chelsea,2015,148
E05009404,St. Helen's,Kensington and Chelsea,2016,156
E05009404,St. Helen's,Kensington and Chelsea,2017,172
E05009404,St. Helen's,Kensington and Chelsea,2018,154
E05009404,St. Helen's,Kensington and Chelsea,2019,159
E05009404,St. Helen's,Kensington and Chelsea,2020,111
E05009404,St. Helen's,Kensington and Chelsea,2021,124
E05009405,Stanley,Kensington and Chelsea,2014,101
E05009405,Stanley,Kensington and Chelsea,2015,109
E05009405,Stanley,Kensington and Chelsea,2016,97
E05009405,Stanley,Kensington and Chelsea,2017,119
E05009405,Stanley,Kensington and Chelsea,2018,129
E05009405,Stanley,Kensington and Chelsea,2019,133
E05009405,Stanley,Kensington and Chelsea,2020,135
E05009405,Stanley,Kensington and Chelsea,2021,109
E05000400,Alexandra,Kingston upon Thames,2014,149
E05000400,Alexandra,Kingston upon Thames,2015,172
E05000400,Alexandra,Kingston upon Thames,2016,187
E05000400,Alexandra,Kingston upon Thames,2017,231
E05000400,Alexandra,Kingston upon Thames,2018,248
E05000400,Alexandra,Kingston upon Thames,2019,256
E05000400,Alexandra,Kingston upon Thames,2020,227
E05000400,Alexandra,Kingston upon Thames,2021,215
E05000401,Berrylands,Kingston upon Thames,2014,141
E05000401,Berrylands,Kingston upon Thames,2015,139
E05000401,Berrylands,Kingston upon Thames,2016,120
E05000401,Berrylands,Kingston upon Thames,2017,122
E05000401,Berrylands,Kingston upon Thames,2018,134
E05000401,Berrylands,Kingston upon Thames,2019,150
E05000401,Berrylands,Kingston upon Thames,2020,154
E05000401,Berrylands,Kingston upon Thames,2021,118
E05000402,Beverley,Kingston upon Thames,2014,234
E05000402,Beverley,Kingston upon Thames,2015,247
E05000402,Beverley,Kingston upon Thames,2016,235
E05000402,Beverley,Kingston upon Thames,2017,299
E05000402,Beverley,Kingston upon Thames,2018,271
E05000402,Beverley,Kingston upon Thames,2019,273
E05000402,Beverley,Kingston upon Thames,2020,210
E05000402,Beverley,Kingston upon Thames,2021,259
E05000403,Canbury,Kingston upon Thames,2014,185
E05000403,Canbury,Kingston upon Thames,2015,211
E05000403,Canbury,Kingston upon Thames,2016,212
E05000403,Canbury,Kingston upon Thames,2017,283
E05000403,Canbury,Kingston upon Thames,2018,282
E05000403,Canbury,Kingston upon Thames,2019,285
E05000403,Canbury,Kingston upon Thames,2020,239
E05000403,Canbury,Kingston upon Thames,2021,222
E05000404,Chessington North and Hook,Kingston upon Thames,2014,268
E05000404,Chessington North and Hook,Kingston upon Thames,2015,259
E05000404,Chessington North and Hook,Kingston upon Thames,2016,269
E05000404,Chessington North and Hook,Kingston upon Thames,2017,305
E05000404,Chessington North and Hook,Kingston upon Thames,2018,285
E05000404,Chessington North and Hook,Kingston upon Thames,2019,338
E05000404,Chessington North and Hook,Kingston upon Thames,2020,307
E05000404,Chessington North and Hook,Kingston upon Thames,2021,287
E05000405,Chessington South,Kingston upon Thames,2014,294
E05000405,Chessington South,Kingston upon Thames,2015,249
E05000405,Chessington South,Kingston upon Thames,2016,319
E05000405,Chessington South,Kingston upon Thames,2017,341
E05000405,Chessington South,Kingston upon Thames,2018,369
E05000405,Chessington South,Kingston upon Thames,2019,407
E05000405,Chessington South,Kingston upon Thames,2020,338
E05000405,Chessington South,Kingston upon Thames,2021,283
E05000406,Coombe Hill,Kingston upon Thames,2014,221
E05000406,Coombe Hill,Kingston upon Thames,2015,248
E05000406,Coombe Hill,Kingston upon Thames,2016,223
E05000406,Coombe Hill,Kingston upon Thames,2017,245
E05000406,Coombe Hill,Kingston upon Thames,2018,292
E05000406,Coombe Hill,Kingston upon Thames,2019,288
E05000406,Coombe Hill,Kingston upon Thames,2020,236
E05000406,Coombe Hill,Kingston upon Thames,2021,228
E05000407,Coombe Vale,Kingston upon Thames,2014,178
E05000407,Coombe Vale,Kingston upon Thames,2015,162
E05000407,Coombe Vale,Kingston upon Thames,2016,164
E05000407,Coombe Vale,Kingston upon Thames,2017,202
E05000407,Coombe Vale,Kingston upon Thames,2018,193
E05000407,Coombe Vale,Kingston upon Thames,2019,201
E05000407,Coombe Vale,Kingston upon Thames,2020,188
E05000407,Coombe Vale,Kingston upon Thames,2021,159
E05000408,Grove,Kingston upon Thames,2014,143
E05000408,Grove,Kingston upon Thames,2015,126
E05000408,Grove,Kingston upon Thames,2016,128
E05000408,Grove,Kingston upon Thames,2017,158
E05000408,Grove,Kingston upon Thames,2018,215
E05000408,Grove,Kingston upon Thames,2019,183
E05000408,Grove,Kingston upon Thames,2020,192
E05000408,Grove,Kingston upon Thames,2021,169
E05000409,Norbiton,Kingston upon Thames,2014,405
E05000409,Norbiton,Kingston upon Thames,2015,425
E05000409,Norbiton,Kingston upon Thames,2016,451
E05000409,Norbiton,Kingston upon Thames,2017,569
E05000409,Norbiton,Kingston upon Thames,2018,662
E05000409,Norbiton,Kingston upon Thames,2019,665
E05000409,Norbiton,Kingston upon Thames,2020,635
E05000409,Norbiton,Kingston upon Thames,2021,577
E05000410,Old Malden,Kingston upon Thames,2014,211
E05000410,Old Malden,Kingston upon Thames,2015,245
E05000410,Old Malden,Kingston upon Thames,2016,223
E05000410,Old Malden,Kingston upon Thames,2017,285
E05000410,Old Malden,Kingston upon Thames,2018,279
E05000410,Old Malden,Kingston upon Thames,2019,280
E05000410,Old Malden,Kingston upon Thames,2020,270
E05000410,Old Malden,Kingston upon Thames,2021,215
E05000411,St James,Kingston upon Thames,2014,196
E05000411,St James,Kingston upon Thames,2015,249
E05000411,St James,Kingston upon Thames,2016,227
E05000411,St James,Kingston upon Thames,2017,253
E05000411,St James,Kingston upon Thames,2018,243
E05000411,St James,Kingston upon Thames,2019,250
E05000411,St James,Kingston upon Thames,2020,196
E05000411,St James,Kingston upon Thames,2021,207
E05000412,St Mark's,Kingston upon Thames,2014,76
E05000412,St Mark's,Kingston upon Thames,2015,74
E05000412,St Mark's,Kingston upon Thames,2016,69
E05000412,St Mark's,Kingston upon Thames,2017,101
E05000412,St Mark's,Kingston upon Thames,2018,116
E05000412,St Mark's,Kingston upon Thames,2019,138
E05000412,St Mark's,Kingston upon Thames,2020,102
E05000412,St Mark's,Kingston upon Thames,2021,130
E05000413,Surbiton Hill,Kingston upon Thames,2014,126
E05000413,Surbiton Hill,Kingston upon Thames,2015,141
E05000413,Surbiton Hill,Kingston upon Thames,2016,135
E05000413,Surbiton Hill,Kingston upon Thames,2017,172
E05000413,Surbiton Hill,Kingston upon Thames,2018,170
E05000413,Surbiton Hill,Kingston upon Thames,2019,185
E05000413,Surbiton Hill,Kingston upon Thames,2020,186
E05000413,Surbiton Hill,Kingston upon Thames,2021,153
E05000414,Tolworth and Hook Rise,Kingston upon Thames,2014,277
E05000414,Tolworth and Hook Rise,Kingston upon Thames,2015,284
E05000414,Tolworth and Hook Rise,Kingston upon Thames,2016,298
E05000414,Tolworth and Hook Rise,Kingston upon Thames,2017,350
E05000414,Tolworth and Hook Rise,Kingston upon Thames,2018,309
E05000414,Tolworth and Hook Rise,Kingston upon Thames,2019,335
E05000414,Tolworth and Hook Rise,Kingston upon Thames,2020,422
E05000414,Tolworth and Hook Rise,Kingston upon Thames,2021,344
E05000415,Tudor,Kingston upon Thames,2014,124
E05000415,Tudor,Kingston upon Thames,2015,97
E05000415,Tudor,Kingston upon Thames,2016,126
E05000415,Tudor,Kingston upon Thames,2017,135
E05000415,Tudor,Kingston upon Thames,2018,135
E05000415,Tudor,Kingston upon Thames,2019,140
E05000415,Tudor,Kingston upon Thames,2020,120
E05000415,Tudor,Kingston upon Thames,2021,98
E05000416,Bishop's,Lambeth,2014,212
E05000416,Bishop's,Lambeth,2015,235
E05000416,Bishop's,Lambeth,2016,251
E05000416,Bishop's,Lambeth,2017,323
E05000416,Bishop's,Lambeth,2018,333
E05000416,Bishop's,Lambeth,2019,376
E05000416,Bishop's,Lambeth,2020,374
E05000416,Bishop's,Lambeth,2021,315
E05000417,Brixton Hill,Lambeth,2014,442
E05000417,Brixton Hill,Lambeth,2015,458
E05000417,Brixton Hill,Lambeth,2016,472
E05000417,Brixton Hill,Lambeth,2017,595
E05000417,Brixton Hill,Lambeth,2018,652
E05000417,Brixton Hill,Lambeth,2019,627
E05000417,Brixton Hill,Lambeth,2020,529
E05000417,Brixton Hill,Lambeth,2021,510
E05000418,Clapham Common,Lambeth,2014,250
E05000418,Clapham Common,Lambeth,2015,227
E05000418,Clapham Common,Lambeth,2016,270
E05000418,Clapham Common,Lambeth,2017,338
E05000418,Clapham Common,Lambeth,2018,321
E05000418,Clapham Common,Lambeth,2019,352
E05000418,Clapham Common,Lambeth,2020,300
E05000418,Clapham Common,Lambeth,2021,318
E05000419,Clapham Town,Lambeth,2014,271
E05000419,Clapham Town,Lambeth,2015,305
E05000419,Clapham Town,Lambeth,2016,336
E05000419,Clapham Town,Lambeth,2017,428
E05000419,Clapham Town,Lambeth,2018,427
E05000419,Clapham Town,Lambeth,2019,411
E05000419,Clapham Town,Lambeth,2020,331
E05000419,Clapham Town,Lambeth,2021,363
E05000420,Coldharbour,Lambeth,2014,958
E05000420,Coldharbour,Lambeth,2015,974
E05000420,Coldharbour,Lambeth,2016,1032
E05000420,Coldharbour,Lambeth,2017,1247
E05000420,Coldharbour,Lambeth,2018,1196
E05000420,Coldharbour,Lambeth,2019,1234
E05000420,Coldharbour,Lambeth,2020,1060
E05000420,Coldharbour,Lambeth,2021,952
E05000421,Ferndale,Lambeth,2014,428
E05000421,Ferndale,Lambeth,2015,439
E05000421,Ferndale,Lambeth,2016,533
E05000421,Ferndale,Lambeth,2017,584
E05000421,Ferndale,Lambeth,2018,604
E05000421,Ferndale,Lambeth,2019,624
E05000421,Ferndale,Lambeth,2020,534
E05000421,Ferndale,Lambeth,2021,520
E05000422,Gipsy Hill,Lambeth,2014,551
E05000422,Gipsy Hill,Lambeth,2015,608
E05000422,Gipsy Hill,Lambeth,2016,692
E05000422,Gipsy Hill,Lambeth,2017,766
E05000422,Gipsy Hill,Lambeth,2018,771
E05000422,Gipsy Hill,Lambeth,2019,868
E05000422,Gipsy Hill,Lambeth,2020,668
E05000422,Gipsy Hill,Lambeth,2021,640
E05000423,Herne Hill,Lambeth,2014,443
E05000423,Herne Hill,Lambeth,2015,442
E05000423,Herne Hill,Lambeth,2016,476
E05000423,Herne Hill,Lambeth,2017,586
E05000423,Herne Hill,Lambeth,2018,548
E05000423,Herne Hill,Lambeth,2019,585
E05000423,Herne Hill,Lambeth,2020,483
E05000423,Herne Hill,Lambeth,2021,392
E05000424,Knight's Hill,Lambeth,2014,571
E05000424,Knight's Hill,Lambeth,2015,552
E05000424,Knight's Hill,Lambeth,2016,609
E05000424,Knight's Hill,Lambeth,2017,728
E05000424,Knight's Hill,Lambeth,2018,774
E05000424,Knight's Hill,Lambeth,2019,737
E05000424,Knight's Hill,Lambeth,2020,733
E05000424,Knight's Hill,Lambeth,2021,627
E05000425,Larkhall,Lambeth,2014,718
E05000425,Larkhall,Lambeth,2015,667
E05000425,Larkhall,Lambeth,2016,710
E05000425,Larkhall,Lambeth,2017,877
E05000425,Larkhall,Lambeth,2018,857
E05000425,Larkhall,Lambeth,2019,889
E05000425,Larkhall,Lambeth,2020,805
E05000425,Larkhall,Lambeth,2021,750
E05000426,Oval,Lambeth,2014,450
E05000426,Oval,Lambeth,2015,431
E05000426,Oval,Lambeth,2016,462
E05000426,Oval,Lambeth,2017,540
E05000426,Oval,Lambeth,2018,555
E05000426,Oval,Lambeth,2019,587
E05000426,Oval,Lambeth,2020,554
E05000426,Oval,Lambeth,2021,465
E05000427,Prince's,Lambeth,2014,539
E05000427,Prince's,Lambeth,2015,620
E05000427,Prince's,Lambeth,2016,594
E05000427,Prince's,Lambeth,2017,800
E05000427,Prince's,Lambeth,2018,790
E05000427,Prince's,Lambeth,2019,894
E05000427,Prince's,Lambeth,2020,793
E05000427,Prince's,Lambeth,2021,721
E05000428,St Leonard's,Lambeth,2014,395
E05000428,St Leonard's,Lambeth,2015,446
E05000428,St Leonard's,Lambeth,2016,420
